Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Revenue,Month,Year
500,2023-03-01 00:00:00,CUST500,Female,60,Beauty,4,25,100,400,3,2023
501,2023-05-14 00:00:00,CUST501,Male,39,Electronics,2,30,60,120,5,2023
502,2023-04-02 00:00:00,CUST502,Male,43,Electronics,3,50,150,450,4,2023
503,2023-10-25 00:00:00,CUST503,Male,45,Beauty,4,500,2000,8000,10,2023
504,2023-05-16 00:00:00,CUST504,Female,38,Beauty,3,50,150,450,5,2023
505,2023-01-20 00:00:00,CUST505,Male,24,Beauty,1,50,50,50,1,2023
506,2023-02-25 00:00:00,CUST506,Male,34,Beauty,3,500,1500,4500,2,2023
507,2023-11-02 00:00:00,CUST507,Female,37,Electronics,3,500,1500,4500,11,2023
508,2023-08-11 00:00:00,CUST508,Male,58,Beauty,2,300,600,1200,8,2023
509,2023-06-26 00:00:00,CUST509,Female,37,Electronics,3,300,900,2700,6,2023
510,2023-06-10 00:00:00,CUST510,Female,39,Beauty,4,50,200,800,6,2023
511,2023-08-12 00:00:00,CUST511,Male,45,Beauty,2,50,100,200,8,2023
512,2023-11-07 00:00:00,CUST512,Female,57,Beauty,1,25,25,25,11,2023
513,2023-09-19 00:00:00,CUST513,Male,24,Electronics,4,25,100,400,9,2023
514,2023-03-01 00:00:00,CUST514,Female,18,Electronics,1,300,300,300,3,2023
515,2023-07-17 00:00:00,CUST515,Female,49,Clothing,3,300,900,2700,7,2023
516,2023-10-23 00:00:00,CUST516,Male,30,Beauty,4,25,100,400,10,2023
517,2023-04-08 00:00:00,CUST517,Female,47,Clothing,4,25,100,400,4,2023
518,2023-05-11 00:00:00,CUST518,Female,40,Clothing,1,30,30,30,5,2023
519,2023-01-23 00:00:00,CUST519,Female,36,Electronics,4,30,120,480,1,2023
520,2023-12-29 00:00:00,CUST520,Female,49,Electronics,4,25,100,400,12,2023
521,2023-08-12 00:00:00,CUST521,Female,47,Clothing,4,30,120,480,8,2023
522,2023-01-01 00:00:00,CUST522,Male,46,Beauty,3,500,1500,4500,1,2023
523,2023-09-24 00:00:00,CUST523,Female,62,Electronics,1,300,300,300,9,2023
524,2023-10-03 00:00:00,CUST524,Male,46,Beauty,4,300,1200,4800,10,2023
525,2023-12-18 00:00:00,CUST525,Female,47,Beauty,2,25,50,100,12,2023
526,2023-12-10 00:00:00,CUST526,Male,33,Clothing,2,50,100,200,12,2023
527,2023-04-11 00:00:00,CUST527,Male,57,Clothing,2,25,50,100,4,2023
528,2023-07-06 00:00:00,CUST528,Female,36,Clothing,2,30,60,120,7,2023
529,2023-08-09 00:00:00,CUST529,Female,35,Clothing,3,50,150,450,8,2023
530,2023-02-05 00:00:00,CUST530,Female,18,Electronics,4,30,120,480,2,2023
531,2023-12-07 00:00:00,CUST531,Male,31,Electronics,1,500,500,500,12,2023
532,2023-06-19 00:00:00,CUST532,Female,64,Clothing,4,30,120,480,6,2023
533,2023-11-16 00:00:00,CUST533,Male,19,Electronics,3,500,1500,4500,11,2023
534,2023-06-10 00:00:00,CUST534,Male,45,Clothing,2,500,1000,2000,6,2023
535,2023-12-06 00:00:00,CUST535,Male,47,Beauty,3,30,90,270,12,2023
536,2023-03-05 00:00:00,CUST536,Female,55,Beauty,4,30,120,480,3,2023
537,2023-06-03 00:00:00,CUST537,Female,21,Beauty,1,500,500,500,6,2023
538,2023-09-17 00:00:00,CUST538,Male,18,Clothing,3,50,150,450,9,2023
539,2023-06-08 00:00:00,CUST539,Male,25,Beauty,1,500,500,500,6,2023
540,2023-12-08 00:00:00,CUST540,Female,46,Electronics,3,300,900,2700,12,2023
541,2023-07-29 00:00:00,CUST541,Male,56,Beauty,1,500,500,500,7,2023
542,2023-06-17 00:00:00,CUST542,Female,20,Beauty,1,50,50,50,6,2023
543,2023-07-26 00:00:00,CUST543,Male,49,Beauty,2,300,600,1200,7,2023
544,2023-12-23 00:00:00,CUST544,Female,27,Electronics,1,25,25,25,12,2023
545,2023-06-01 00:00:00,CUST545,Male,27,Clothing,2,25,50,100,6,2023
546,2023-10-11 00:00:00,CUST546,Female,36,Electronics,4,50,200,800,10,2023
547,2023-03-07 00:00:00,CUST547,Male,63,Clothing,4,500,2000,8000,3,2023
548,2023-04-09 00:00:00,CUST548,Female,51,Clothing,2,30,60,120,4,2023
549,2023-08-04 00:00:00,CUST549,Female,50,Beauty,2,50,100,200,8,2023
550,2023-12-07 00:00:00,CUST550,Male,40,Clothing,3,300,900,2700,12,2023
551,2023-07-14 00:00:00,CUST551,Male,45,Electronics,3,300,900,2700,7,2023
552,2023-12-13 00:00:00,CUST552,Female,49,Electronics,3,25,75,225,12,2023
553,2023-03-31 00:00:00,CUST553,Male,24,Clothing,4,300,1200,4800,3,2023
554,2023-11-12 00:00:00,CUST554,Female,46,Beauty,3,50,150,450,11,2023
555,2023-10-19 00:00:00,CUST555,Male,25,Beauty,1,300,300,300,10,2023
556,2023-06-04 00:00:00,CUST556,Female,18,Electronics,1,50,50,50,6,2023
557,2023-07-27 00:00:00,CUST557,Female,20,Beauty,3,30,90,270,7,2023
558,2023-10-08 00:00:00,CUST558,Female,41,Clothing,1,25,25,25,10,2023
559,2023-01-01 00:00:00,CUST559,Female,40,Clothing,4,300,1200,4800,1,2023
560,2023-06-05 00:00:00,CUST560,Female,25,Electronics,1,50,50,50,6,2023
561,2023-05-27 00:00:00,CUST561,Female,64,Clothing,4,500,2000,8000,5,2023
562,2023-04-18 00:00:00,CUST562,Male,54,Electronics,2,25,50,100,4,2023
563,2023-08-09 00:00:00,CUST563,Male,20,Clothing,2,30,60,120,8,2023
564,2023-10-24 00:00:00,CUST564,Male,50,Electronics,2,50,100,200,10,2023
565,2023-11-07 00:00:00,CUST565,Female,45,Beauty,2,30,60,120,11,2023
566,2023-12-02 00:00:00,CUST566,Female,64,Clothing,1,30,30,30,12,2023
567,2023-06-14 00:00:00,CUST567,Female,25,Clothing,3,300,900,2700,6,2023
568,2023-08-27 00:00:00,CUST568,Female,51,Electronics,1,300,300,300,8,2023
569,2023-08-15 00:00:00,CUST569,Male,52,Electronics,4,50,200,800,8,2023
570,2023-08-15 00:00:00,CUST570,Male,49,Clothing,1,500,500,500,8,2023
571,2023-12-12 00:00:00,CUST571,Female,41,Electronics,1,50,50,50,12,2023
572,2023-04-20 00:00:00,CUST572,Male,31,Clothing,4,500,2000,8000,4,2023
573,2023-09-19 00:00:00,CUST573,Male,49,Beauty,2,30,60,120,9,2023
574,2023-08-31 00:00:00,CUST574,Female,63,Electronics,2,25,50,100,8,2023
575,2023-03-28 00:00:00,CUST575,Male,60,Clothing,2,50,100,200,3,2023
576,2023-12-04 00:00:00,CUST576,Female,33,Beauty,3,50,150,450,12,2023
577,2023-02-13 00:00:00,CUST577,Male,21,Beauty,4,500,2000,8000,2,2023
578,2023-05-26 00:00:00,CUST578,Female,54,Clothing,4,30,120,480,5,2023
579,2023-09-21 00:00:00,CUST579,Female,38,Electronics,1,30,30,30,9,2023
580,2023-12-06 00:00:00,CUST580,Female,31,Clothing,3,500,1500,4500,12,2023
581,2023-11-21 00:00:00,CUST581,Female,48,Beauty,2,30,60,120,11,2023
582,2023-11-14 00:00:00,CUST582,Male,35,Clothing,3,300,900,2700,11,2023
583,2023-06-21 00:00:00,CUST583,Female,24,Electronics,4,25,100,400,6,2023
584,2023-02-17 00:00:00,CUST584,Female,27,Beauty,4,50,200,800,2,2023
585,2023-05-01 00:00:00,CUST585,Female,24,Clothing,1,25,25,25,5,2023
586,2023-12-11 00:00:00,CUST586,Male,50,Electronics,1,50,50,50,12,2023
587,2023-06-08 00:00:00,CUST587,Female,40,Beauty,4,300,1200,4800,6,2023
588,2023-04-26 00:00:00,CUST588,Male,38,Electronics,2,30,60,120,4,2023
589,2023-04-12 00:00:00,CUST589,Female,36,Beauty,2,500,1000,2000,4,2023
590,2023-03-17 00:00:00,CUST590,Male,36,Clothing,3,300,900,2700,3,2023
591,2023-01-13 00:00:00,CUST591,Male,53,Electronics,4,25,100,400,1,2023
592,2023-01-24 00:00:00,CUST592,Female,46,Beauty,4,500,2000,8000,1,2023
593,2023-05-06 00:00:00,CUST593,Male,35,Electronics,2,30,60,120,5,2023
594,2023-09-01 00:00:00,CUST594,Female,19,Electronics,2,300,600,1200,9,2023
595,2023-11-09 00:00:00,CUST595,Female,18,Clothing,4,500,2000,8000,11,2023
596,2023-02-07 00:00:00,CUST596,Female,64,Electronics,1,300,300,300,2,2023
597,2023-08-22 00:00:00,CUST597,Male,22,Beauty,4,300,1200,4800,8,2023
598,2023-08-01 00:00:00,CUST598,Male,37,Beauty,4,30,120,480,8,2023
599,2023-11-19 00:00:00,CUST599,Female,28,Beauty,2,50,100,200,11,2023
600,2023-10-22 00:00:00,CUST600,Female,59,Beauty,2,500,1000,2000,10,2023
601,2023-04-10 00:00:00,CUST601,Male,19,Clothing,1,30,30,30,4,2023
602,2023-12-23 00:00:00,CUST602,Female,20,Electronics,1,300,300,300,12,2023
603,2023-07-16 00:00:00,CUST603,Female,40,Clothing,3,30,90,270,7,2023
604,2023-09-11 00:00:00,CUST604,Female,29,Electronics,4,50,200,800,9,2023
605,2023-07-24 00:00:00,CUST605,Male,37,Electronics,2,500,1000,2000,7,2023
606,2023-05-05 00:00:00,CUST606,Male,22,Electronics,1,50,50,50,5,2023
607,2023-03-17 00:00:00,CUST607,Male,54,Clothing,3,25,75,225,3,2023
608,2023-12-02 00:00:00,CUST608,Female,55,Electronics,3,500,1500,4500,12,2023
609,2023-12-19 00:00:00,CUST609,Female,47,Clothing,2,50,100,200,12,2023
610,2023-01-03 00:00:00,CUST610,Female,26,Beauty,2,300,600,1200,1,2023
611,2023-02-24 00:00:00,CUST611,Male,51,Beauty,3,500,1500,4500,2,2023
612,2023-08-06 00:00:00,CUST612,Female,61,Electronics,1,500,500,500,8,2023
613,2023-04-23 00:00:00,CUST613,Female,52,Clothing,3,30,90,270,4,2023
614,2023-04-01 00:00:00,CUST614,Female,39,Beauty,4,300,1200,4800,4,2023
615,2023-12-23 00:00:00,CUST615,Female,61,Clothing,4,25,100,400,12,2023
616,2023-09-23 00:00:00,CUST616,Male,41,Clothing,2,50,100,200,9,2023
617,2023-08-26 00:00:00,CUST617,Male,34,Electronics,1,30,30,30,8,2023
618,2023-01-26 00:00:00,CUST618,Female,27,Beauty,1,50,50,50,1,2023
619,2023-10-13 00:00:00,CUST619,Male,47,Electronics,4,25,100,400,10,2023
620,2023-05-08 00:00:00,CUST620,Male,63,Electronics,3,25,75,225,5,2023
621,2023-03-04 00:00:00,CUST621,Female,40,Beauty,2,500,1000,2000,3,2023
622,2023-08-22 00:00:00,CUST622,Female,49,Beauty,3,25,75,225,8,2023
623,2023-03-10 00:00:00,CUST623,Male,34,Clothing,3,50,150,450,3,2023
624,2023-08-26 00:00:00,CUST624,Female,34,Beauty,3,300,900,2700,8,2023
625,2023-12-08 00:00:00,CUST625,Male,31,Clothing,1,300,300,300,12,2023
626,2023-09-29 00:00:00,CUST626,Female,26,Clothing,4,500,2000,8000,9,2023
627,2023-10-14 00:00:00,CUST627,Male,57,Clothing,1,50,50,50,10,2023
628,2023-11-01 00:00:00,CUST628,Female,19,Beauty,4,50,200,800,11,2023
629,2023-06-12 00:00:00,CUST629,Male,62,Electronics,2,25,50,100,6,2023
630,2023-08-15 00:00:00,CUST630,Male,42,Clothing,2,50,100,200,8,2023
631,2023-11-10 00:00:00,CUST631,Male,56,Electronics,3,30,90,270,11,2023
632,2023-09-16 00:00:00,CUST632,Female,26,Electronics,4,25,100,400,9,2023
633,2023-08-07 00:00:00,CUST633,Male,39,Beauty,4,30,120,480,8,2023
634,2023-10-08 00:00:00,CUST634,Male,60,Electronics,4,500,2000,8000,10,2023
635,2023-08-17 00:00:00,CUST635,Female,63,Electronics,3,300,900,2700,8,2023
636,2023-03-23 00:00:00,CUST636,Female,21,Beauty,3,500,1500,4500,3,2023
637,2023-09-01 00:00:00,CUST637,Male,43,Clothing,2,300,600,1200,9,2023
638,2023-08-19 00:00:00,CUST638,Male,46,Electronics,1,500,500,500,8,2023
639,2023-05-13 00:00:00,CUST639,Female,62,Beauty,4,50,200,800,5,2023
640,2023-05-07 00:00:00,CUST640,Female,51,Electronics,4,30,120,480,5,2023
641,2023-11-23 00:00:00,CUST641,Female,40,Electronics,1,300,300,300,11,2023
642,2023-05-22 00:00:00,CUST642,Female,54,Clothing,4,25,100,400,5,2023
643,2023-09-24 00:00:00,CUST643,Female,28,Electronics,3,30,90,270,9,2023
644,2023-09-06 00:00:00,CUST644,Male,23,Beauty,3,25,75,225,9,2023
645,2023-11-17 00:00:00,CUST645,Female,35,Electronics,4,30,120,480,11,2023
646,2023-05-03 00:00:00,CUST646,Male,38,Clothing,3,30,90,270,5,2023
647,2023-05-21 00:00:00,CUST647,Male,59,Clothing,3,500,1500,4500,5,2023
648,2023-08-14 00:00:00,CUST648,Male,53,Beauty,4,300,1200,4800,8,2023
649,2023-02-09 00:00:00,CUST649,Female,58,Clothing,2,300,600,1200,2,2023
650,2024-01-01 00:00:00,CUST650,Male,55,Electronics,1,30,30,30,1,2024
651,2023-05-27 00:00:00,CUST651,Male,51,Clothing,3,50,150,450,5,2023
652,2023-05-01 00:00:00,CUST652,Female,34,Beauty,2,50,100,200,5,2023
653,2023-05-20 00:00:00,CUST653,Male,54,Clothing,3,25,75,225,5,2023
654,2023-06-21 00:00:00,CUST654,Male,42,Clothing,3,25,75,225,6,2023
655,2023-06-13 00:00:00,CUST655,Female,55,Clothing,1,500,500,500,6,2023
656,2023-10-04 00:00:00,CUST656,Male,29,Beauty,3,30,90,270,10,2023
657,2023-02-11 00:00:00,CUST657,Male,40,Clothing,1,25,25,25,2,2023
658,2023-03-12 00:00:00,CUST658,Male,59,Clothing,1,25,25,25,3,2023
659,2023-03-19 00:00:00,CUST659,Female,39,Electronics,1,30,30,30,3,2023
660,2023-04-29 00:00:00,CUST660,Female,38,Beauty,2,500,1000,2000,4,2023
661,2023-07-16 00:00:00,CUST661,Female,44,Clothing,4,25,100,400,7,2023
662,2023-12-22 00:00:00,CUST662,Male,48,Beauty,2,500,1000,2000,12,2023
663,2023-03-20 00:00:00,CUST663,Male,23,Clothing,4,300,1200,4800,3,2023
664,2023-12-28 00:00:00,CUST664,Female,44,Clothing,4,500,2000,8000,12,2023
665,2023-04-20 00:00:00,CUST665,Male,57,Clothing,1,50,50,50,4,2023
666,2023-02-02 00:00:00,CUST666,Male,51,Electronics,3,50,150,450,2,2023
667,2023-08-01 00:00:00,CUST667,Female,29,Electronics,1,500,500,500,8,2023
668,2023-07-28 00:00:00,CUST668,Female,62,Electronics,3,50,150,450,7,2023
669,2023-06-19 00:00:00,CUST669,Male,24,Beauty,4,300,1200,4800,6,2023
670,2023-10-05 00:00:00,CUST670,Male,27,Beauty,1,30,30,30,10,2023
671,2023-08-27 00:00:00,CUST671,Male,62,Electronics,3,50,150,450,8,2023
672,2023-08-01 00:00:00,CUST672,Female,34,Beauty,2,50,100,200,8,2023
673,2023-02-01 00:00:00,CUST673,Female,43,Clothing,3,500,1500,4500,2,2023
674,2023-04-16 00:00:00,CUST674,Female,38,Clothing,1,300,300,300,4,2023
675,2023-08-04 00:00:00,CUST675,Female,45,Clothing,2,30,60,120,8,2023
676,2023-07-19 00:00:00,CUST676,Male,63,Electronics,3,500,1500,4500,7,2023
677,2023-10-27 00:00:00,CUST677,Female,19,Beauty,3,500,1500,4500,10,2023
678,2023-12-23 00:00:00,CUST678,Female,60,Electronics,3,300,900,2700,12,2023
679,2023-01-11 00:00:00,CUST679,Female,18,Beauty,3,30,90,270,1,2023
680,2023-10-22 00:00:00,CUST680,Female,53,Clothing,3,300,900,2700,10,2023
681,2023-07-14 00:00:00,CUST681,Female,43,Electronics,2,30,60,120,7,2023
682,2023-09-02 00:00:00,CUST682,Male,46,Beauty,4,300,1200,4800,9,2023
683,2023-01-04 00:00:00,CUST683,Male,38,Beauty,2,500,1000,2000,1,2023
684,2023-06-30 00:00:00,CUST684,Female,28,Clothing,2,500,1000,2000,6,2023
685,2023-06-02 00:00:00,CUST685,Male,57,Electronics,2,25,50,100,6,2023
686,2023-07-19 00:00:00,CUST686,Female,28,Electronics,4,50,200,800,7,2023
687,2023-08-03 00:00:00,CUST687,Female,53,Electronics,1,300,300,300,8,2023
688,2023-10-03 00:00:00,CUST688,Male,56,Clothing,4,25,100,400,10,2023
689,2023-10-07 00:00:00,CUST689,Male,57,Electronics,2,50,100,200,10,2023
690,2023-11-05 00:00:00,CUST690,Female,52,Clothing,3,300,900,2700,11,2023
691,2023-04-23 00:00:00,CUST691,Female,51,Clothing,3,30,90,270,4,2023
692,2023-09-07 00:00:00,CUST692,Female,64,Clothing,2,50,100,200,9,2023
693,2023-04-23 00:00:00,CUST693,Male,41,Beauty,3,500,1500,4500,4,2023
694,2023-05-20 00:00:00,CUST694,Female,39,Electronics,2,25,50,100,5,2023
695,2023-08-12 00:00:00,CUST695,Female,22,Electronics,3,50,150,450,8,2023
696,2023-09-06 00:00:00,CUST696,Female,50,Clothing,4,50,200,800,9,2023
697,2023-01-15 00:00:00,CUST697,Male,53,Clothing,1,500,500,500,1,2023
698,2023-07-19 00:00:00,CUST698,Female,64,Electronics,1,300,300,300,7,2023
699,2023-06-22 00:00:00,CUST699,Female,37,Clothing,4,30,120,480,6,2023
700,2023-12-09 00:00:00,CUST700,Male,36,Electronics,4,500,2000,8000,12,2023
701,2023-12-14 00:00:00,CUST701,Female,52,Beauty,2,30,60,120,12,2023
702,2023-07-27 00:00:00,CUST702,Female,60,Clothing,2,300,600,1200,7,2023
703,2023-03-26 00:00:00,CUST703,Male,34,Electronics,2,50,100,200,3,2023
704,2023-08-28 00:00:00,CUST704,Female,62,Clothing,3,30,90,270,8,2023
705,2023-03-07 00:00:00,CUST705,Male,60,Electronics,2,25,50,100,3,2023
706,2023-11-15 00:00:00,CUST706,Male,51,Electronics,4,25,100,400,11,2023
707,2023-10-01 00:00:00,CUST707,Female,26,Clothing,1,500,500,500,10,2023
708,2023-01-14 00:00:00,CUST708,Female,43,Beauty,3,300,900,2700,1,2023
709,2023-07-21 00:00:00,CUST709,Female,19,Electronics,2,500,1000,2000,7,2023
710,2023-10-31 00:00:00,CUST710,Female,26,Electronics,3,500,1500,4500,10,2023
711,2023-10-16 00:00:00,CUST711,Male,26,Electronics,3,500,1500,4500,10,2023
712,2023-12-06 00:00:00,CUST712,Female,57,Beauty,2,25,50,100,12,2023
713,2023-01-14 00:00:00,CUST713,Male,34,Beauty,3,25,75,225,1,2023
714,2023-02-12 00:00:00,CUST714,Female,18,Clothing,1,500,500,500,2,2023
715,2023-11-26 00:00:00,CUST715,Female,42,Beauty,4,25,100,400,11,2023
716,2023-08-08 00:00:00,CUST716,Female,60,Clothing,4,300,1200,4800,8,2023
717,2023-03-11 00:00:00,CUST717,Male,57,Clothing,1,500,500,500,3,2023
718,2023-08-25 00:00:00,CUST718,Female,59,Beauty,3,25,75,225,8,2023
719,2023-04-04 00:00:00,CUST719,Female,42,Clothing,2,30,60,120,4,2023
720,2023-01-26 00:00:00,CUST720,Female,56,Beauty,3,500,1500,4500,1,2023
721,2023-05-14 00:00:00,CUST721,Female,52,Clothing,1,500,500,500,5,2023
722,2023-07-14 00:00:00,CUST722,Male,20,Beauty,3,300,900,2700,7,2023
723,2023-06-17 00:00:00,CUST723,Female,54,Beauty,4,50,200,800,6,2023
724,2023-04-19 00:00:00,CUST724,Male,61,Clothing,3,50,150,450,4,2023
725,2023-08-21 00:00:00,CUST725,Male,61,Electronics,1,300,300,300,8,2023
726,2023-06-17 00:00:00,CUST726,Male,47,Clothing,4,300,1200,4800,6,2023
727,2023-06-22 00:00:00,CUST727,Male,55,Beauty,3,300,900,2700,6,2023
728,2023-07-14 00:00:00,CUST728,Male,51,Electronics,3,50,150,450,7,2023
729,2023-05-23 00:00:00,CUST729,Male,29,Clothing,4,300,1200,4800,5,2023
730,2023-08-04 00:00:00,CUST730,Female,36,Clothing,2,25,50,100,8,2023
731,2023-05-10 00:00:00,CUST731,Male,54,Clothing,4,500,2000,8000,5,2023
732,2023-02-11 00:00:00,CUST732,Male,61,Electronics,2,500,1000,2000,2,2023
733,2023-08-29 00:00:00,CUST733,Male,34,Beauty,1,30,30,30,8,2023
734,2023-01-10 00:00:00,CUST734,Female,27,Clothing,1,30,30,30,1,2023
735,2023-10-04 00:00:00,CUST735,Female,64,Clothing,4,500,2000,8000,10,2023
736,2023-01-27 00:00:00,CUST736,Male,29,Clothing,4,25,100,400,1,2023
737,2023-06-29 00:00:00,CUST737,Female,33,Clothing,1,50,50,50,6,2023
738,2023-04-25 00:00:00,CUST738,Male,41,Clothing,2,50,100,200,4,2023
739,2023-11-29 00:00:00,CUST739,Male,36,Beauty,1,25,25,25,11,2023
740,2023-02-05 00:00:00,CUST740,Female,25,Beauty,4,50,200,800,2,2023
741,2023-11-30 00:00:00,CUST741,Male,48,Clothing,1,300,300,300,11,2023
742,2023-01-21 00:00:00,CUST742,Female,38,Electronics,4,500,2000,8000,1,2023
743,2023-01-16 00:00:00,CUST743,Female,34,Beauty,4,500,2000,8000,1,2023
744,2023-05-07 00:00:00,CUST744,Male,40,Electronics,1,25,25,25,5,2023
745,2023-04-13 00:00:00,CUST745,Male,54,Beauty,2,50,100,200,4,2023
746,2023-01-11 00:00:00,CUST746,Female,33,Clothing,3,30,90,270,1,2023
747,2023-11-15 00:00:00,CUST747,Male,23,Beauty,1,30,30,30,11,2023
748,2023-03-20 00:00:00,CUST748,Male,25,Clothing,3,50,150,450,3,2023
